%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609046844671971083,29,1609046844671971083,-0.00651386180505,0.00552662665154,0.00073249212797,0.000662253503918,0.000207911847781,-0.000259704322637,0.999999725373,0.0,0.0,0.0,0.0,0.0,0.0
1609046844774305820,30,1609046844774305820,-0.00926502871286,0.00507368826475,0.00107575611601,0.000420236259036,-7.16047254449e-05,-9.31762919872e-05,0.999999904796,0.0,0.0,0.0,0.0,0.0,0.0
1609046844876910925,31,1609046844876910925,-0.0053598068408,0.00719517222774,0.00192506183154,0.000280973835256,0.000406648781754,-0.000426761338209,0.999999786783,0.0,0.0,0.0,0.0,0.0,0.0
1609046844979641438,32,1609046844979641438,0.0018888720428,0.00264672927075,0.00206792042737,0.000121040436836,-0.000344480204765,0.000338795324786,0.99999987595,0.0,0.0,0.0,0.0,0.0,0.0
1609046845087772608,33,1609046845087772608,-0.0172008305312,0.0135155179858,0.00156600201709,0.000248395892775,0.000508595127515,-0.000415545064645,0.999999753476,0.0,0.0,0.0,0.0,0.0,0.0
1609046845191053152,34,1609046845191053152,-0.0072944225046,0.00586459368247,0.00368410797709,-1.18921672167e-05,-0.000371908940575,-0.00012278317809,0.999999923233,0.0,0.0,0.0,0.0,0.0,0.0
1609046845293898582,35,1609046845293898582,-0.00595118572712,0.00706023106356,0.000666930187364,0.000505943523554,0.000119311635785,-0.000262294493236,0.999999830494,0.0,0.0,0.0,0.0,0.0,0.0
1609046845396756887,36,1609046845396756887,-0.00441118619881,0.00694418561275,0.0017019300334,0.000322621043159,1.66852616605e-05,-0.000112554958144,0.999999941484,0.0,0.0,0.0,0.0,0.0,0.0
1609046845500083208,37,1609046845500083208,0.00478000030549,0.00672897622929,-0.000166583414872,-0.000233247081497,0.000107690922376,1.84698922534e-05,0.999999966829,0.0,0.0,0.0,0.0,0.0,0.0
1609046845572151423,38,1609046845572151423,-0.0114867490288,0.00606863370159,0.000859257449948,0.000362750933531,-9.21905001881e-05,8.24565635833e-05,0.999999926557,0.0,0.0,0.0,0.0,0.0,0.0
1609046845672154188,39,1609046845672154188,-0.00997493392808,0.00605863558416,0.00225463907065,8.87894602644e-05,0.000435623302564,0.000135789394733,0.999999891955,0.0,0.0,0.0,0.0,0.0,0.0
1609046845775036573,40,1609046845775036573,-0.0031632076534,0.00642628557442,0.000609257597805,0.000413884908422,-0.000178259198301,-0.000128507314456,0.999999890204,0.0,0.0,0.0,0.0,0.0,0.0
1609046845877982140,41,1609046845877982140,-0.00058329572013,0.00386741959644,3.53844771341e-05,0.000813124322975,0.000238519709403,-1.44954483191e-05,0.999999640863,0.0,0.0,0.0,0.0,0.0,0.0
1609046845980954409,42,1609046845980954409,-0.0137385371041,0.00709884397299,-0.000298947332861,0.00140543923933,0.000235805347304,-0.000436362724187,0.999998889361,0.0,0.0,0.0,0.0,0.0,0.0
1609046846084257603,43,1609046846084257603,-0.0177293185881,0.00827993119725,2.65892002268e-05,0.000241492741883,0.000203968124416,-0.000215575434588,0.999999926803,0.0,0.0,0.0,0.0,0.0,0.0
1609046846187910557,44,1609046846187910557,-0.0134022226789,0.0125775396337,0.00396319658537,0.000188089359157,0.000330740493077,-0.000285450410039,0.999999886876,0.0,0.0,0.0,0.0,0.0,0.0
1609046846290307045,45,1609046846290307045,-0.000112942547691,0.00877237897254,-6.71758772484e-06,0.000497321973916,0.000211984084149,-0.000291951104698,0.999999811249,0.0,0.0,0.0,0.0,0.0,0.0
1609046846393627167,46,1609046846393627167,-0.00687486008019,0.0112139403485,-0.00135972766242,0.00034557545014,-0.000228003712206,-6.40400874714e-05,0.999999912245,0.0,0.0,0.0,0.0,0.0,0.0
1609046846497103453,47,1609046846497103453,-0.0116722366832,0.010234081154,0.00182219588548,0.000330554340797,0.000254156925326,-0.00020653061128,0.999999891742,0.0,0.0,0.0,0.0,0.0,0.0
1609046846600000381,48,1609046846600000381,0.00313800628768,0.00904603366316,0.00230520324021,-0.000272212611905,0.000148901588137,0.000135832027512,0.999999942639,0.0,0.0,0.0,0.0,0.0,0.0
1609046846672477961,49,1609046846672477961,-0.0111562030502,0.0097173600942,0.0019253268635,7.27235338253e-05,-0.000212743288012,-0.000283643810223,0.999999934499,0.0,0.0,0.0,0.0,0.0,0.0
1609046846772044897,50,1609046846772044897,-0.00484400677694,0.0134923192899,0.00131050961863,0.000194265046579,-1.30463664586e-05,-8.10385269205e-05,0.999999977762,0.0,0.0,0.0,0.0,0.0,0.0
1609046846875285625,51,1609046846875285625,-0.00878670013507,0.00844598296049,0.00132628691478,5.9438499643e-05,0.000260677025572,-0.000181686268821,0.999999947752,0.0,0.0,0.0,0.0,0.0,0.0
1609046846983413935,52,1609046846983413935,-0.0126922278193,0.011517067466,0.00190105872351,-0.000324976463988,-0.00020272599939,-6.37047319267e-05,0.999999924617,0.0,0.0,0.0,0.0,0.0,0.0
1609046847084388256,53,1609046847084388256,-0.00315534885169,0.00948514630236,0.00198369325052,-8.45262106029e-05,-1.25749127759e-05,-7.5399766512e-05,0.999999993506,0.0,0.0,0.0,0.0,0.0,0.0
1609046847187813282,54,1609046847187813282,0.00311869913146,0.00809870590641,0.000948618533548,0.000920203174664,0.000330543597,4.98718743882e-05,0.99999952074,0.0,0.0,0.0,0.0,0.0,0.0
